Words,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Charged
enlarged,0,0,0,0,0,0,0,0,0,0,0
enlargement,0,0,0,0,0,0,0,0,0,0,0
enlighten,0,0,0,0,1,0,1,0,0,1,1
enlightenment,0,0,0,0,1,0,1,0,0,1,1
enlist,0,0,0,0,0,0,0,0,0,0,0
enliven,0,0,0,0,1,0,1,0,1,1,1
enmity,1,0,0,1,0,1,0,1,0,0,1
enormity,0,0,0,0,0,0,0,0,0,0,0
enormous,0,0,0,0,0,0,0,0,0,0,0
enormously,0,0,0,0,0,0,0,0,0,0,0
enrich,0,0,0,0,0,0,1,0,0,0,1
enroll,0,1,0,0,0,0,0,0,0,1,1
ensemble,0,0,0,0,0,0,1,0,0,1,1
ensign,0,0,0,0,0,0,1,0,0,0,1
enslave,0,0,0,0,0,1,0,0,0,0,1
enslaved,1,0,1,1,0,1,0,1,0,0,1
enslavement,0,0,0,0,0,1,0,0,0,0,1
ensue,0,0,0,0,0,0,0,0,0,0,0
ensure,0,0,0,0,0,0,0,0,0,0,0
entail,0,0,0,0,0,0,0,0,0,0,0
entangled,1,0,1,1,0,1,0,1,0,0,1
entanglement,0,0,0,0,0,1,0,0,0,0,1
enter,0,0,0,0,0,0,0,0,0,0,0
enterprise,0,0,0,0,0,0,0,0,0,0,0
enterprising,0,0,0,0,0,0,1,0,0,0,1
entertain,0,0,0,0,1,0,1,0,0,0,1
entertained,0,0,0,0,1,0,1,0,0,0,1
entertaining,0,1,0,0,1,0,1,0,0,0,1
entertainment,0,1,0,0,1,0,1,0,1,1,1
enthusiasm,0,1,0,0,1,0,1,0,1,0,1
enthusiast,0,1,0,0,1,0,1,0,1,0,1
entice,0,0,0,0,0,0,0,0,0,0,0
entire,0,0,0,0,0,0,0,0,0,0,0
entirety,0,0,0,0,0,0,0,0,0,0,0
entitle,0,0,0,0,0,0,0,0,0,0,0
entity,0,0,0,0,0,0,0,0,0,0,0
entomology,0,0,0,0,0,0,0,0,0,0,0
entrails,0,0,1,0,0,1,0,0,0,0,1
entrance,0,0,0,0,0,0,0,0,0,0,0
entreat,0,0,0,0,0,0,0,0,0,0,0
entree,0,0,0,0,0,0,0,0,0,0,0
entrepreneur,0,0,0,0,0,0,0,0,0,0,0
entrust,0,0,0,0,0,0,0,0,0,1,1
entry,0,0,0,0,0,0,0,0,0,0,0
enumerate,0,0,0,0,0,0,0,0,0,0,0
enumeration,0,0,0,0,0,0,0,0,0,0,0
envelope,0,0,0,0,0,0,0,0,0,0,0
envious,0,0,0,0,0,1,0,0,0,0,1
environ,0,0,0,0,0,0,1,0,0,0,1
environment,0,0,0,0,0,0,0,0,0,0,0
environs,0,0,0,0,0,0,0,0,0,0,0
envision,0,0,0,0,0,0,0,0,0,0,0
envoy,0,0,0,0,0,0,0,0,0,0,0
ephemeral,0,0,0,0,0,0,0,0,0,0,0
ephemeris,0,0,0,0,0,0,1,0,0,0,1
epic,0,0,0,0,0,0,1,0,0,0,1
epidemic,1,1,1,1,0,1,0,1,1,0,1
epidermis,0,0,0,0,0,0,0,0,0,0,0
epilepsy,0,0,0,0,0,1,0,0,0,0,1
epilogue,0,0,0,0,0,0,0,0,0,0,0
episcopal,0,0,0,0,0,0,0,0,0,1,1
episode,0,0,0,0,0,0,0,0,0,0,0
episodic,0,0,0,0,0,0,0,0,0,0,0
epistle,0,0,0,0,0,0,0,0,0,0,0
epitaph,0,0,0,0,0,0,0,1,0,0,1
epithet,0,0,0,0,0,0,0,0,0,0,0
epitome,0,0,0,0,0,0,1,0,0,0,1
epoch,0,0,0,0,0,0,0,0,0,0,0
equal,0,0,0,0,0,0,0,0,0,0,0
equality,0,0,0,0,1,0,1,0,0,1,1
equalization,0,0,0,0,0,0,0,0,0,0,0
equalize,0,0,0,0,0,0,0,0,0,0,0
equally,0,0,0,0,0,0,1,0,0,0,1
equate,0,0,0,0,0,0,0,0,0,0,0
equation,0,0,0,0,0,0,0,0,0,0,0
equator,0,0,0,0,0,0,0,0,0,0,0
equatorial,0,0,0,0,0,0,0,0,0,0,0
equestrian,0,0,0,0,0,0,0,0,0,0,0
equidistant,0,0,0,0,0,0,0,0,0,0,0
equilibration,0,0,0,0,0,0,0,0,0,0,0
equilibrium,0,0,0,0,0,0,1,0,0,0,1
equip,0,0,0,0,0,0,0,0,0,0,0
equipment,0,0,0,0,0,0,0,0,0,0,0
equitable,0,0,0,0,0,0,0,0,0,0,0
equity,0,0,0,0,0,0,1,0,0,0,1
equivalence,0,0,0,0,0,0,0,0,0,0,0
equivalent,0,0,0,0,0,0,0,0,0,0,0
equivocal,0,0,0,0,0,0,0,0,0,0,0
era,0,0,0,0,0,0,0,0,0,0,0
eradicate,1,0,0,0,0,1,0,0,0,0,1
eradication,1,0,1,1,0,1,0,0,0,0,1
erase,0,0,0,1,0,1,0,0,0,0,1
erasure,0,0,0,0,0,0,0,0,0,0,0
ere,0,0,0,0,0,0,0,0,0,0,0
erect,0,0,0,0,0,0,0,0,0,0,0
erection,0,0,0,0,0,0,0,0,0,0,0
ergo,0,0,0,0,0,0,0,0,0,0,0
erode,0,0,0,0,0,0,0,0,0,0,0
erosion,0,0,0,0,0,1,0,0,0,0,1
erotic,0,1,0,0,1,1,1,0,1,1,1
err,0,0,0,0,0,1,0,0,0,0,1
errand,0,1,0,0,0,0,1,0,0,1,1
errant,0,0,0,0,0,1,0,0,0,0,1
erratic,0,0,0,0,0,1,0,0,1,0,1
erratum,0,0,0,0,0,1,0,0,0,0,1
erroneous,0,0,0,0,0,1,0,0,0,0,1
error,0,0,0,0,0,1,0,1,0,0,1
erst,0,0,0,0,0,0,0,0,0,0,0
erudite,0,0,0,0,0,0,1,0,0,0,1
erupt,1,0,0,0,0,1,0,0,1,0,1
eruption,1,0,0,1,0,1,0,0,1,0,1
escalade,0,0,0,0,0,0,0,0,0,0,0
escalate,1,0,0,0,0,1,0,0,0,0,1
escalator,0,0,0,0,0,0,0,0,0,0,0
escape,0,1,0,1,0,1,1,0,0,0,1
escaped,0,0,0,1,0,0,0,0,0,0,1
escarpment,0,0,0,0,0,0,0,0,0,0,0
eschew,1,0,0,0,0,1,0,1,0,0,1
escort,0,0,0,0,0,0,0,0,0,1,1
esoteric,0,0,0,0,0,0,0,0,0,0,0
especial,0,0,0,0,0,0,0,0,0,0,0
espionage,0,0,0,0,0,1,0,0,0,0,1
espouse,0,0,0,0,0,0,0,0,0,0,0
esprit,0,0,0,0,0,0,1,0,0,0,1
essay,0,0,0,0,0,0,0,0,0,0,0
essayist,0,0,0,0,0,0,0,0,0,0,0
essence,0,0,0,0,0,0,0,0,0,0,0
essential,0,0,0,0,0,0,1,0,0,0,1
essentially,0,0,0,0,0,0,0,0,0,0,0
establish,0,0,0,0,0,0,0,0,0,1,1
established,0,0,0,0,1,0,1,0,0,0,1
establishment,0,0,0,0,0,0,0,0,0,0,0
estate,0,0,0,0,0,0,0,0,0,0,0
esteem,0,0,0,0,1,0,1,1,0,1,1
esthetic,0,0,0,0,0,0,1,0,0,0,1
estimate,0,0,0,0,0,0,0,0,0,0,0
estimation,0,0,0,0,0,0,0,0,0,0,0
estoppel,0,0,0,0,0,0,0,0,0,0,0
estranged,0,0,0,0,0,1,0,0,0,0,1
estrogen,0,0,0,0,0,0,0,0,0,0,0
estuary,0,0,0,0,0,0,0,0,0,0,0
etch,0,0,0,0,0,0,0,0,0,0,0
etching,0,0,0,0,0,0,0,0,0,0,0
eternal,0,0,0,0,0,0,0,0,0,0,0
eternity,0,0,0,0,0,0,0,0,0,0,0
ethanol,0,0,0,0,0,0,0,0,0,0,0
ether,0,0,0,0,0,0,0,0,0,0,0
ethereal,0,0,0,1,0,0,0,0,0,0,1
ethical,0,0,0,0,0,0,1,0,0,0,1
ethics,0,0,0,0,0,0,1,0,0,0,1
ethnography,0,0,0,0,0,0,0,0,0,0,0
etiology,0,0,0,0,0,0,0,0,0,0,0
etiquette,0,0,0,0,0,0,0,0,0,0,0
etymology,0,0,0,0,0,0,0,0,0,0,0
euchre,0,0,0,0,0,0,0,0,0,0,0
eugenics,0,0,0,0,0,0,0,0,0,0,0
eulogy,0,0,0,0,0,0,0,0,0,0,0
euphemism,0,0,0,0,0,0,0,0,0,0,0
euthanasia,0,0,0,1,0,1,0,1,0,0,1
evacuate,0,0,0,1,0,1,0,0,0,0,1
evacuation,0,0,0,0,0,1,0,0,0,0,1
evade,1,0,1,1,0,1,0,0,0,0,1
evaluate,0,0,0,0,0,0,0,0,0,0,0
evanescence,0,0,0,0,0,0,0,1,1,0,1
evangelical,0,0,0,0,0,0,0,0,0,0,0
evangelist,0,0,0,0,0,0,0,0,0,0,0
evangelistic,0,0,0,0,0,0,0,0,0,0,0
evaporation,0,0,0,0,0,0,0,0,0,0,0
evasion,0,0,0,1,0,1,0,1,0,0,1
eve,0,0,0,0,0,0,0,0,0,0,0
evening,0,0,0,0,0,0,0,0,0,0,0
event,0,0,0,0,0,0,0,0,0,0,0
eventful,0,0,0,0,0,0,0,0,0,0,0
eventual,0,1,0,0,0,0,0,0,0,0,1
eventuality,0,1,0,1,0,0,0,0,0,0,1
evergreen,0,0,0,0,1,0,1,0,0,1,1
everlasting,0,0,0,0,0,0,1,0,0,0,1
evermore,0,0,0,0,0,0,0,0,0,0,0
everyday,0,0,0,0,0,0,0,0,0,0,0
evict,0,0,0,0,0,1,0,1,0,0,1
eviction,1,0,1,1,0,1,0,1,0,0,1
evidence,0,0,0,0,0,0,0,0,0,0,0
evident,0,0,0,0,0,0,1,0,0,1,1
evil,1,0,1,1,0,1,0,1,0,0,1
evoke,0,0,0,0,0,0,0,0,0,0,0
evolution,0,0,0,0,0,0,1,0,0,0,1
evolve,0,0,0,0,0,0,0,0,0,0,0
ewe,0,0,0,0,0,0,0,0,0,0,0
exacerbate,0,0,0,0,0,1,0,0,0,0,1
exacerbation,1,0,0,1,0,1,0,0,0,0,1
exacting,0,0,0,0,0,1,0,0,0,0,1
exaggerate,1,0,0,0,0,1,0,0,0,0,1
exaggerated,0,0,0,0,0,1,0,0,0,0,1
exaggeration,0,0,0,0,0,0,0,0,0,0,0
exalt,0,1,0,0,1,0,1,0,0,1,1
exaltation,0,0,0,0,1,0,1,0,0,1,1
exalted,0,0,0,0,1,0,1,0,0,1,1
exam,0,0,0,0,0,0,0,0,0,0,0
examination,0,0,0,1,0,1,0,0,1,0,1
examine,0,0,0,0,0,0,0,0,0,0,0
examiner,0,0,0,0,0,0,0,0,0,0,0
exasperation,1,0,1,0,0,1,0,0,0,0,1
excavate,0,0,0,0,0,0,0,0,0,0,0
excavation,0,1,0,0,0,1,0,0,1,0,1
excavator,0,0,0,0,0,0,0,0,0,0,0
exceed,0,1,0,0,1,0,1,0,0,0,1
exceeding,0,0,0,0,0,0,0,0,0,0,0
excel,0,1,0,0,1,0,1,0,1,1,1
excellence,0,0,1,0,1,0,1,0,0,1,1
excellent,0,0,0,0,1,0,1,0,0,1,1
excepting,0,0,0,0,0,0,0,0,0,0,0
exception,0,0,0,0,0,0,0,0,0,0,0
excerpt,0,0,0,0,0,0,0,0,0,0,0
excess,0,0,0,0,0,1,0,0,0,0,1
excessive,0,0,0,0,0,0,0,0,0,0,0
excessively,0,0,0,0,0,0,0,0,0,0,0
exchange,0,0,0,0,0,0,1,0,0,1,1
excise,0,0,0,0,0,1,0,0,0,0,1
excision,0,0,0,0,0,0,0,0,0,0,0
excitability,0,0,0,0,0,0,0,0,0,0,0
excitable,0,0,0,0,0,0,1,0,0,0,1
excitation,1,1,0,1,1,0,1,0,1,0,1
excite,1,1,0,1,1,0,1,0,1,0,1
excited,0,1,0,0,1,0,1,0,1,1,1
excitement,0,1,0,0,1,0,1,0,1,0,1
exciting,0,1,0,0,1,0,1,0,1,0,1
exclaim,0,0,0,0,0,0,0,0,1,0,1
excluded,0,0,1,0,0,1,0,1,0,0,1
excluding,0,0,0,0,0,1,0,1,0,0,1
exclusion,0,0,1,1,0,1,0,1,0,0,1
excrement,0,0,1,0,0,1,0,0,0,0,1
excretion,0,0,1,0,0,0,0,0,0,0,1
excruciating,0,0,0,1,0,1,0,0,0,0,1
excursion,0,0,0,0,0,0,0,0,0,0,0
excuse,0,0,0,0,0,1,0,0,0,0,1
execute,0,0,0,0,0,0,0,0,0,0,0
execution,1,0,0,1,0,1,0,1,0,1,1
executioner,1,0,0,1,0,1,0,1,0,0,1
executive,0,0,0,0,0,0,0,0,0,0,0
executor,0,0,0,0,0,0,0,0,0,1,1
exegesis,0,0,0,0,0,0,0,0,0,0,0
exemplar,0,0,0,0,0,0,0,0,0,0,0
exemplary,0,0,0,0,0,0,1,0,0,0,1
exemplify,0,0,0,0,0,0,0,0,0,0,0
exempt,0,0,0,0,0,0,0,0,0,0,0
exemption,0,0,0,0,0,0,1,0,0,0,1
exercise,0,0,0,0,0,0,0,0,0,0,0
exert,0,0,0,0,0,0,0,0,0,0,0
exertion,0,0,0,0,0,0,0,0,0,0,0
exhale,0,0,0,0,0,0,0,0,0,0,0
exhaust,0,0,0,0,0,1,0,0,0,0,1
exhausted,0,0,0,0,0,1,0,1,0,0,1
exhaustion,0,1,0,0,0,1,0,1,0,0,1
exhaustive,0,0,0,0,0,0,0,0,0,1,1
exhibit,0,0,0,0,0,0,0,0,0,0,0
exhibition,0,0,0,0,0,0,0,0,0,0,0
exhilaration,0,0,0,0,1,0,1,0,1,0,1
exhort,0,0,0,0,0,0,1,0,0,0,1
exhortation,0,0,0,0,0,0,1,0,0,0,1
exigent,0,1,1,1,0,1,0,0,1,0,1
exile,1,0,0,1,0,1,0,1,0,0,1
exist,0,0,0,0,0,0,0,0,0,0,0
existence,0,0,0,0,0,0,1,0,0,0,1
existent,0,0,0,0,0,0,0,0,0,0,0
existing,0,0,0,0,0,0,0,0,0,0,0
exit,0,0,0,0,0,0,0,0,0,0,0
exodus,0,0,0,0,0,0,0,0,0,0,0
exorbitant,0,0,0,0,0,0,0,0,0,0,0
exorcism,0,0,0,1,0,1,0,1,0,0,1
exorcist,0,0,0,0,0,0,0,0,0,0,0
exotic,0,0,0,0,0,0,1,0,0,0,1
expand,0,0,0,0,0,0,0,0,0,0,0
expanded,0,0,0,0,0,0,0,0,0,0,0
expanse,0,0,0,0,0,0,0,0,0,0,0
expansion,0,0,0,0,0,0,0,0,0,0,0
expansive,0,0,0,0,0,0,0,0,0,0,0
expatriate,0,0,0,0,0,1,0,0,0,0,1
expect,0,1,0,0,0,0,1,0,1,1,1
expectancy,0,1,0,0,0,0,0,0,0,0,1
expectant,0,1,0,0,0,0,0,0,0,0,1
expectation,0,1,0,0,0,0,1,0,0,0,1
expected,0,1,0,0,0,0,0,0,0,0,1
expecting,0,1,0,0,0,0,0,0,0,0,1
expediency,0,0,0,0,0,0,0,0,0,0,0
expedient,0,0,0,0,1,0,1,0,0,1,1
expedite,0,0,0,0,0,0,0,0,0,0,0
expedition,0,1,0,0,0,0,1,0,0,0,1
expeditious,0,0,0,0,0,0,0,0,0,0,0
expel,1,0,1,1,0,1,0,1,0,0,1
expenditure,0,0,0,0,0,1,0,0,0,0,1
expense,0,0,0,0,0,0,0,0,0,0,0
expenses,0,0,0,0,0,1,0,0,0,0,1
expensive,0,0,0,0,0,0,0,0,0,0,0
experience,0,0,0,0,0,0,0,0,0,0,0
experienced,0,0,0,0,0,0,1,0,0,1,1
experiences,0,0,0,0,0,0,0,0,0,0,0
experiment,0,1,0,0,0,0,0,0,1,0,1
experimental,0,0,0,0,0,0,0,0,0,0,0
experimenter,0,0,0,0,0,0,0,0,0,0,0
expert,0,0,0,0,0,0,1,0,0,1,1
expertise,0,0,0,0,0,0,1,0,0,1,1
expiration,0,0,0,0,0,0,0,0,0,0,0
expire,0,0,0,0,0,1,0,1,0,0,1
expired,0,0,0,0,0,1,0,0,0,0,1
expiry,0,0,0,0,0,0,0,0,0,0,0
explain,0,0,0,0,0,0,1,0,0,1,1
explanation,0,0,0,0,0,0,0,0,0,0,0
explanatory,0,0,0,0,0,0,0,0,0,0,0
expletive,1,0,0,0,0,1,0,0,0,0,1
explication,0,0,0,0,0,0,0,0,0,0,0
explode,1,0,0,1,0,1,0,1,1,0,1
exploit,0,0,0,0,0,0,0,0,0,0,0
explore,0,1,0,0,0,0,0,0,0,0,1
explorer,0,0,0,0,0,0,0,0,0,0,0
explosion,0,0,0,1,0,1,0,0,1,0,1
explosive,1,1,0,1,0,1,0,0,1,0,1
exponent,0,0,0,0,0,0,0,0,0,0,0
exponential,0,0,0,0,0,0,0,0,0,0,0
export,0,0,0,0,0,0,0,0,0,0,0
exportation,0,0,0,0,0,0,0,0,0,0,0
expose,0,1,0,1,0,0,0,0,0,0,1
exposed,0,0,0,0,0,1,0,0,0,0,1
exposition,0,0,0,0,0,0,0,0,0,0,0
expository,0,0,0,0,0,0,0,0,0,0,0
exposure,0,0,0,0,0,0,0,0,0,0,0
expound,0,0,0,0,0,0,0,0,0,0,0
express,0,0,0,0,0,0,0,0,0,0,0
expression,0,0,0,0,0,0,0,0,0,0,0
expressive,0,0,0,0,0,0,0,0,0,0,0
expropriation,0,0,0,0,0,1,0,0,0,0,1
expulsion,1,0,1,1,0,1,0,1,0,0,1
exquisite,0,0,0,0,1,0,1,0,0,0,1
exquisitely,0,0,0,0,0,0,1,0,0,0,1
extant,0,0,0,0,0,0,0,0,0,0,0
extend,0,0,0,0,0,0,1,0,0,0,1
extendable,0,0,0,0,0,0,0,0,0,0,0
extended,0,0,0,0,0,0,0,0,0,0,0
extension,0,0,0,0,0,0,0,0,0,0,0
extensive,0,0,0,0,0,0,1,0,0,0,1
extent,0,0,0,0,0,0,0,0,0,0,0
exterior,0,0,0,0,0,0,0,0,0,0,0
exterminate,0,0,0,1,0,1,0,1,0,0,1
extermination,1,0,0,1,0,1,0,0,0,0,1
external,0,0,0,0,0,0,0,0,0,0,0
externally,0,0,0,0,0,0,0,0,0,0,0
extinct,0,0,0,0,0,1,0,1,0,0,1
extinguish,1,0,0,0,0,1,0,0,0,0,1
extra,0,0,0,0,0,0,1,0,0,0,1
extract,0,0,0,0,0,0,0,0,0,0,0
extracting,0,0,0,0,0,0,0,0,0,0,0
extraction,0,0,0,0,0,0,0,0,0,0,0
extractor,0,0,0,0,0,0,0,0,0,0,0
extradition,0,0,0,0,0,0,0,0,0,0,0
extrajudicial,0,0,0,1,0,1,0,0,0,0,1
extramural,0,0,0,0,0,0,0,0,0,0,0
extraneous,0,0,0,0,0,0,0,0,0,0,0
extraordinary,0,0,0,0,0,0,1,0,0,0,1
extravaganza,0,0,0,0,0,0,0,0,0,0,0
extreme,0,0,0,0,0,0,0,0,0,0,0
extremely,0,0,0,0,0,0,0,0,0,0,0
extremity,0,0,0,0,0,1,0,0,0,0,1
extricate,0,1,0,0,0,0,1,0,0,0,1
extrinsic,0,0,0,0,0,0,0,0,0,0,0
extrusion,0,0,0,0,0,0,0,0,0,0,0
exuberance,0,0,0,0,1,0,1,0,0,0,1
exude,0,0,0,0,0,0,0,0,0,0,0
eye,0,0,0,0,0,0,0,0,0,0,0
eyeglass,0,0,0,0,0,0,0,0,0,0,0
eyelet,0,0,0,0,0,0,0,0,0,0,0
eyepiece,0,0,0,0,0,0,0,0,0,0,0
eyesight,0,0,0,0,0,0,0,0,0,0,0
eyewitness,0,0,0,0,0,0,0,0,0,1,1
fable,0,0,0,0,0,0,0,0,0,0,0
fabric,0,0,0,0,0,0,0,0,0,0,0
fabricate,0,0,0,0,0,1,0,0,0,0,1
fabricated,0,0,0,0,0,0,0,0,0,0,0
fabrication,0,0,0,0,0,1,0,0,0,1,1
facade,0,0,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,0,0,0,0,0,0
facet,0,0,0,0,0,0,0,0,0,0,0
facile,0,0,0,0,0,0,0,0,0,0,0
facilitate,0,0,0,0,0,0,1,0,0,0,1
facility,0,0,0,0,0,0,0,0,0,0,0
facing,0,0,0,0,0,0,0,0,0,0,0
facsimile,0,0,0,0,0,0,0,0,0,0,0
fact,0,0,0,0,0,0,0,0,0,1,1
faction,0,0,0,0,0,0,0,0,0,0,0
factor,0,0,0,0,0,0,0,0,0,0,0
factory,0,0,0,0,0,0,0,0,0,0,0
facts,0,0,0,0,0,0,1,0,0,1,1
faculties,0,0,0,0,0,0,0,0,0,0,0
faculty,0,0,0,0,0,0,1,0,0,1,1
fad,0,0,0,0,0,0,0,0,0,0,0
fade,0,0,0,0,0,1,0,0,0,0,1
faded,0,0,0,0,0,0,0,0,0,0,0
faeces,0,0,1,0,0,1,0,0,0,0,1
failing,1,1,0,1,0,1,0,1,0,0,1
failure,0,0,1,1,0,1,0,1,0,0,1
fain,0,1,0,0,1,0,1,0,0,1,1
fainting,0,0,0,1,0,1,0,1,1,0,1
fair,0,0,0,0,0,0,1,0,0,0,1
fairly,0,0,0,0,0,0,1,0,0,1,1
fairway,0,0,0,0,0,0,0,0,0,0,0
fairy,0,0,0,0,0,0,0,0,0,0,0
faith,0,1,0,0,1,0,1,0,0,1,1
faithful,0,0,0,0,0,0,1,0,0,1,1
faithless,0,0,0,0,0,1,0,1,0,0,1
fake,0,0,0,0,0,1,0,0,0,0,1
fall,0,0,0,0,0,1,0,1,0,0,1
fallacious,1,0,0,0,0,1,0,0,0,0,1
fallacy,0,0,0,0,0,1,0,0,0,0,1
fallible,0,0,0,0,0,1,0,0,0,0,1
falling,0,0,0,0,0,1,0,1,0,0,1
fallow,0,0,0,0,0,1,0,0,0,0,1
falsehood,1,0,0,0,0,1,0,0,0,1,1
falsely,0,0,0,0,0,1,0,0,0,0,1
falsification,1,0,0,0,0,1,0,0,0,0,1
falsified,0,0,0,0,0,0,0,0,0,0,0
falsify,0,0,1,0,0,1,0,0,0,0,1
falsity,0,0,1,0,0,1,0,0,0,0,1
falter,0,0,0,1,0,1,0,0,0,0,1
fame,0,0,0,0,0,0,1,0,0,0,1
famed,0,0,0,0,0,0,0,0,0,0,0
familiar,0,0,0,0,0,0,1,0,0,1,1
familiarity,0,1,0,0,1,0,1,0,0,1,1
familiarize,0,0,0,0,0,0,0,0,0,0,0
famine,0,0,0,0,0,1,0,1,0,0,1
famous,0,0,0,0,0,0,1,0,0,0,1
famously,0,0,0,0,0,0,1,0,0,0,1
fan,0,0,0,0,0,0,0,0,0,0,0
fanatic,0,0,0,0,0,1,0,0,0,0,1
fanaticism,0,0,0,1,0,0,0,0,0,0,1
fanciful,0,0,0,0,0,0,0,0,0,0,0
fancy,0,1,0,0,1,0,1,0,0,0,1
fandango,0,0,0,0,0,0,0,0,0,0,0
fanfare,0,1,0,0,1,0,1,0,1,0,1
fang,0,0,0,1,0,0,0,0,0,0,1
fangs,0,0,0,1,0,0,0,0,0,0,1
fanning,0,0,0,0,0,0,0,0,0,0,0
fantasia,0,0,0,0,0,0,0,0,0,0,0
fantasy,0,0,0,0,0,0,0,0,0,0,0
farce,0,0,0,0,0,1,0,0,0,0,1
farcical,0,0,1,0,0,1,0,0,0,0,1
fare,0,0,0,0,0,0,0,0,0,0,0
farewell,0,0,0,0,0,0,0,0,0,0,0
farm,0,1,0,0,0,0,0,0,0,0,1
farmer,0,0,0,0,0,0,0,0,0,0,0
farmhouse,0,0,0,0,0,0,0,0,0,0,0
farming,0,0,0,0,0,0,0,0,0,0,0
faro,0,0,0,0,0,0,0,0,0,0,0
farther,0,0,0,0,0,0,0,0,0,0,0
fascia,0,0,0,0,0,0,0,0,0,0,0
fascinating,0,0,0,0,0,0,1,0,0,0,1
fascination,0,0,0,0,0,0,1,0,0,0,1
fashion,0,0,0,0,0,0,0,0,0,0,0
fashionable,0,0,0,0,0,0,1,0,0,0,1
fasten,0,0,0,0,0,0,0,0,0,0,0
fastener,0,0,0,0,0,0,0,0,0,0,0
fastening,0,0,0,0,0,0,0,0,0,0,0
fasting,0,0,0,0,0,1,0,1,0,0,1
fat,0,0,1,0,0,1,0,1,0,0,1
fatal,1,0,0,1,0,1,0,1,0,0,1
fatality,0,0,0,1,0,1,0,1,0,0,1
fate,0,1,0,0,0,1,0,0,0,0,1
fated,0,0,0,0,0,0,0,0,0,0,0
father,0,0,0,0,0,0,0,0,0,1,1
fathom,0,0,0,0,0,0,0,0,0,0,0
fatigue,0,0,0,0,0,1,0,0,0,0,1
fatigued,0,0,0,0,0,1,0,1,0,0,1
fatty,0,0,1,0,0,1,0,1,0,0,1
fault,0,0,0,0,0,1,0,1,0,0,1
faultless,0,0,0,0,0,0,1,0,0,1,1
faulty,0,0,0,0,0,1,0,0,0,0,1
fauna,0,0,0,0,0,0,0,0,0,0,0
favor,0,0,0,0,0,0,0,0,0,0,0
favorable,0,1,0,0,1,0,1,0,1,1,1
favorite,0,0,0,0,1,0,1,0,0,1,1
favoritism,0,0,0,0,0,0,1,0,0,0,1
fawn,0,0,0,0,0,1,0,0,0,0,1
fear,1,0,0,1,0,1,0,0,0,0,1
fearful,0,0,0,1,0,1,0,1,0,0,1
fearfully,0,0,0,1,0,1,0,1,1,0,1
fearing,0,0,0,1,0,1,0,0,0,0,1
fearless,0,0,0,1,0,0,1,0,0,0,1
feasibility,0,0,0,0,0,0,0,0,0,0,0
feasible,0,0,0,0,0,0,0,0,0,0,0
feat,0,1,0,0,1,0,1,0,1,0,1
feather,0,0,0,0,0,0,0,0,0,0,0
feature,0,0,0,0,0,0,1,0,0,0,1
features,0,0,0,0,0,0,0,0,0,0,0
febrile,0,0,0,0,0,1,0,0,0,0,1
fecal,0,0,1,0,0,1,0,0,0,0,1
feces,0,0,1,0,0,1,0,0,0,0,1
fecundity,0,0,0,0,0,0,0,0,0,0,0
federal,0,0,0,0,0,0,0,0,0,0,0
federation,0,0,0,0,0,0,0,0,0,0,0
fee,1,0,0,0,0,1,0,0,0,0,1
feeble,0,0,0,0,0,1,0,1,0,0,1
feed,0,0,0,0,0,0,0,0,0,0,0
feeder,0,0,0,0,0,0,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,0
feeling,1,1,1,1,1,1,1,1,1,1,1
feet,0,0,0,0,0,0,0,0,0,0,0
feigned,0,0,0,0,0,1,0,0,0,0,1
felicity,0,0,0,0,1,0,1,0,0,0,1
feline,0,0,0,0,0,0,0,0,0,0,0
fell,0,0,0,0,0,1,0,1,0,0,1
fellow,0,0,0,0,0,0,1,0,0,1,1
fellowship,0,0,0,0,0,0,1,0,0,0,1
felon,0,0,0,1,0,1,0,0,0,0,1
felony,0,0,0,0,0,1,0,0,0,0,1
felt,0,0,0,0,0,0,0,0,0,0,0
female,0,0,0,0,0,0,1,0,0,0,1
feminine,0,0,0,0,0,0,0,0,0,0,0
femininity,0,0,0,0,0,0,0,0,0,0,0
feminist,0,0,0,0,0,0,0,0,0,0,0
fen,0,0,0,0,0,0,0,0,0,0,0
fence,0,0,0,0,0,0,0,0,0,0,0
fenced,1,0,0,0,0,0,0,0,0,0,1
fend,0,0,0,0,0,0,0,0,0,0,0
fender,0,0,0,0,0,0,0,0,0,1,1
fennel,0,0,0,0,0,0,0,0,0,0,0
ferment,0,1,0,0,0,1,0,0,0,0,1
fermentation,0,1,0,0,0,0,0,0,0,0,1
fern,0,0,0,0,0,0,0,0,0,0,0
ferocious,1,0,1,1,0,1,0,0,0,0,1
ferocity,1,0,0,0,0,1,0,0,0,0,1
ferry,0,0,0,0,0,0,0,0,0,0,0
fertile,0,0,0,0,0,0,1,0,0,0,1
fertilize,0,0,0,0,0,0,0,0,0,0,0
fervent,0,0,0,0,0,0,0,0,0,0,0
fervor,1,0,0,0,1,0,1,0,0,0,1
festival,0,1,0,0,1,0,1,0,1,0,1
festive,0,0,0,0,1,0,1,0,0,0,1
fetch,0,0,0,0,0,0,0,0,0,0,0
fete,0,1,0,0,1,0,1,0,1,0,1
fetish,0,0,0,0,0,0,0,0,0,0,0
